DdR10,RF01560,Gene; snRNA; snoRNA; CD-box;,4,5,Dictyostelium snoRNA DdR10
DdR11,RF01561,Gene; snRNA; snoRNA; CD-box;,3,6,Dictyostelium snoRNA DdR11
DdR12,RF01562,Gene; snRNA; snoRNA; CD-box;,2,2,D. discoideum snoRNA DdR12
DdR13,RF01563,Gene; snRNA; snoRNA; CD-box;,3,5,Dictyostelium snoRNA DdR13
DdR14,RF01564,Gene; snRNA; snoRNA; CD-box;,2,2,D. discoideum snoRNA DdR14
DdR15,RF01565,Gene; snRNA; snoRNA; CD-box;,3,3,Dictyostelium snoRNA DdR15
DdR16,RF01566,Gene; snRNA; snoRNA; CD-box;,4,6,Dictyostelium snoRNA DdR16
DdR17,RF01567,Gene; snRNA; snoRNA; CD-box;,2,2,D. discoideum snoRNA DdR17
DdR18,RF01568,Gene; snRNA; snoRNA; HACA-box;,3,3,Dictyostelium snoRNA DdR18
DdR2,RF01569,Gene; snRNA; snoRNA; CD-box;,3,5,Dictyostelium snoRNA DdR2
DdR35,RF01571,Gene; sRNA;,3,5,D. discoideum class II sRNA
DdR4,RF01572,Gene; snRNA; snoRNA; CD-box;,3,3,Dictyostelium snoRNA DdR4
DdR5,RF01573,Gene; snRNA; snoRNA; CD-box;,3,3,Dictyostelium snoRNA DdR5
DdR6,RF01574,Gene; snRNA; snoRNA; CD-box;,3,3,Dictyostelium snoRNA DdR6
DdR7,RF01575,Gene; snRNA; snoRNA; CD-box;,3,3,Dictyostelium snoRNA Dd7
DdR8,RF01576,Gene; snRNA; snoRNA; CD-box;,2,2,D. discoideum snoRNA DdR8
Deinococcus_Y_RNA,RF01053,Gene;,2,2,Deinococcus radiodurans Y RNA
DENV_SLA,RF02340,Cis-reg;,4,2963,Dengue virus SLA
DGCR5,RF02098,Gene; lncRNA;,4,47,DiGeorge syndrome critical region gene 5 conserved region
Diantho_3_UTR,RF02456,Cis-reg;,2,4,Dianthovirus RNA2 3'UTR stem loops
DicF,RF00039,Gene; antisense;,5,408,DicF RNA
Dictyoglomi-1,RF01703,Gene; sRNA;,4,4,Dictyoglomi-1 RNA
Dictyostelium_SRP,RF01570,Gene; snRNA;,3,5,Dictyostelium signal recognition particle
DISC2,RF02102,Gene; lncRNA;,5,33,Disrupted in schizophrenia 2 conserved region
DLEU1_1,RF02103,Gene; lncRNA;,26,110,Deleted in lymphocytic leukemia 1 conserved region 1
DLEU1_2,RF02104,Gene; lncRNA;,16,51,Deleted in lymphocytic leukemia 1 conserved region 2
DLEU2_1,RF02105,Gene; lncRNA;,27,101,Deleted in lymphocytic leukemia 2 conserved region 1
DLEU2_2,RF02106,Gene; lncRNA;,18,65,Deleted in lymphocytic leukemia 2 conserved region 2
DLEU2_3,RF02107,Gene; lncRNA;,24,91,Deleted in lymphocytic leukemia 2 conserved region 3
DLEU2_4,RF02108,Gene; lncRNA;,21,106,Deleted in lymphocytic leukemia 2 conserved region 4
DLEU2_5,RF02109,Gene; lncRNA;,30,124,Deleted in lymphocytic leukemia 2 conserved region 5
DLEU2_6,RF02110,Gene; lncRNA;,32,136,Deleted in lymphocytic leukemia 2 conserved region 6
DLG2-AS1_1,RF02112,Gene; lncRNA;,21,62,DLG2 antisense RNA 1 conserved region 1
DLG2-AS1_2,RF02113,Gene; lncRNA;,23,55,DLG2 antisense RNA 1 conserved region 2
DLX6-AS1_1,RF01887,Gene; lncRNA;,15,62,Embryonic ventral forebrain RNA 1 conserved region 1
DLX6-AS1_2,RF01888,Gene; lncRNA;,19,59,Embryonic ventral forebrain RNA 1 conserved region 2
DnaX,RF00382,Cis-reg; frameshift_element;,5,548,DnaX ribosomal frameshifting element
Downstream-peptide,RF01704,Cis-reg;,627,859,Downstream peptide RNA
DPB,RF01455,Cis-reg;,19,113,Stem loopII regulatory element in POLB
drz-agam-1,RF01787,Cis-reg; riboswitch;,7,5282,drz-agam-1 riboswitch
drz-agam-2-2,RF01788,Cis-reg; riboswitch;,5,714,drz-agam-2-2 riboswitch
DsrA,RF00014,Gene; sRNA;,5,428,DsrA RNA
EAV_LTH,RF00498,Cis-reg;,6,36,Equine arteritis virus leader TRS hairpin (LTH)
EBER1,RF01789,Gene; sRNA;,3,37,Epstein-Barr virus EBER1
eeev_FSE,RF01839,Cis-reg; frameshift_element;,6,89,eastern equine encephalitis ribosomal frameshift element
eiav_FSE,RF01792,Cis-reg; frameshift_element;,5,52,ribosomal frameshift site
enod40,RF01845,Gene;,35,149,Early nodulin 40
Entero_5_CRE,RF00386,Cis-reg;,160,1083,Enterovirus 5' cloverleaf cis-acting replication element
Entero_CRE,RF00048,Cis-reg;,56,916,Enterovirus cis-acting replication element
Entero_OriR,RF00041,Cis-reg;,60,168,Enteroviral 3' UTR element
epsC,RF01735,Cis-reg;,30,151,epsC RNA
Evf-2_5p,RF01778,Gene; lncRNA;,13,77,Embryonic ventral forebrain-2 long ncRNA
F6,RF01791,Gene; sRNA;,16,121,F6 TB sRNA
FAM13A-AS1_1,RF02114,Gene; lncRNA;,10,36,FAM13A antisense RNA 1 conserved region 1
FAM13A-AS1_2,RF02115,Gene; lncRNA;,10,49,FAM13A antisense RNA 1 conserved region 2
FAS-AS1,RF02116,Gene; lncRNA;,19,57,FAS antisense RNA 1 conserved region
FasX,RF02384,Gene; sRNA;,8,34,FasX small RNA
ffh,RF01793,Gene; sRNA;,89,1133,ffh sRNA
FIE3,RF00227,Cis-reg;,5,31,FIE3 (ftz instability element 3') element
FinP,RF00107,Gene;,6,213,FinP
fiv_FSE,RF01834,Cis-reg; frameshift_element;,5,29,ribosomal frameshift site
Flavivirus_DB,RF00525,Cis-reg;,111,6998,Flavivirus DB element
Flavivirus_SLIV,RF01415,Cis-reg;,20,637,Flavivirus 3'UTR stem loop IV
Flavi_CRE,RF00185,Cis-reg;,84,3066,Flavivirus 3' UTR cis-acting replication element (CRE)
flavi_FSE,RF01768,Cis-reg; frameshift_element;,7,768,ribosomal frameshift site
Flavo-1,RF01705,Gene; sRNA;,201,692,Flavo-1 RNA
flg-Rhizobiales,RF01736,Cis-reg;,13,24,flg-Rhizobiales RNA
flpD,RF01737,Cis-reg;,8,13,flpD RNA
FMN,RF00050,Cis-reg; riboswitch;,144,4381,FMN riboswitch (RFN element)
FMR1-AS1_1,RF02117,Gene; lncRNA;,20,63,FMR1 antisense RNA 1 conserved region 1
FMR1-AS1_2,RF02118,Gene; lncRNA;,25,61,FMR1 antisense RNA 1 conserved region 2
FourU,RF01795,Cis-reg; thermoregulator;,3,116,FourU thermometer RNA element
frnS,RF01796,Gene; sRNA;,16,542,Fumarate/nitrate reductase regulator sRNA
FsrA,RF02273,Gene;,6,37,FsrA
fstAT,RF01797,Gene; antitoxin;,22,556,Fst antitoxin sRNA
FTX_1,RF02119,Gene; lncRNA;,11,53,"FTX transcript, XIST regulator conserved region 1"
FTX_2,RF02120,Gene; lncRNA;,18,56,"FTX transcript, XIST regulator conserved region 2"
FTX_3,RF02121,Gene; lncRNA;,14,49,"FTX transcript, XIST regulator conserved region 3"
FTX_4,RF02123,Gene; lncRNA;,13,46,"FTX transcript, XIST regulator conserved region 4"
FTX_5,RF02122,Gene; lncRNA;,14,60,"FTX transcript, XIST regulator conserved region 5"
Fungi_SRP,RF01502,Gene;,50,218,Fungal signal recognition particle RNA
Fungi_U3,RF01846,Gene; snRNA; snoRNA; CD-box;,66,371,Fungal small nucleolar RNA U3
G-CSF_SLDE,RF00183,Cis-reg;,16,76,G-CSF factor stem-loop destabilising element (SLDE)
g2,RF01798,Gene;,2,60,G2
GABA3,RF01803,Cis-reg;,52,613,Editing element of GABA-3 exon 9
gabT,RF01738,Cis-reg;,17,85,gabT RNA
gadd7,RF01800,Gene; lncRNA;,2,5,growth arrested DNA-damage inducible gene 7
GadY,RF00122,Gene; sRNA;,5,292,GadY
GAIT,RF00179,Cis-reg;,8,72,GAIT element
Gammaretro_CES,RF00374,Cis-reg;,22,496,Gammaretrovirus core encapsidation signal
GcvB,RF00022,Gene;,27,752,GcvB RNA
GHRLOS,RF02126,Gene; lncRNA;,16,56,Ghrelin opposite strand RNA conserved region
GIR1,RF01807,Gene; ribozyme;,12,35,GIR1 branching ribozyme
glmS,RF00234,Cis-reg; riboswitch;,18,982,glmS glucosamine-6-phosphate activated ribozyme
GlmY_tke1,RF00128,Gene; sRNA;,17,562,Glm Y RNA activator of glmS mRNA
GlmZ_SraJ,RF00083,Gene; sRNA;,21,553,GlmZ RNA activator of glmS mRNA
glnA,RF01739,Cis-reg;,956,1200,glnA RNA
GlsR10,RF02478,Gene; snRNA; snoRNA; CD-box;,2,4,Small nucleolar RNA GlsR10
GlsR13,RF02479,Gene; snRNA; snoRNA; CD-box;,3,4,Small nucleolar RNA GlsR13
GlsR14,RF02480,Gene; snRNA; snoRNA; CD-box;,3,4,Small nucleolar RNA GlsR14
GlsR16_miR3,RF02338,Gene; miRNA;,3,4,Giardia snoRNA GlsR16//miRNA miR3
GlsR17_miR2,RF02339,Gene; miRNA;,4,6,Giardia snoRNA GlsR17/miRNA miR2
GlsR18,RF02481,Gene; snRNA; snoRNA; HACA-box;,3,6,Small nucleolar RNA GlsR18
GlsR19,RF02482,Gene; snRNA; snoRNA; HACA-box;,3,4,Small nucleolar RNA GlsR19
GlsR1_miR6,RF02336,Gene; miRNA;,2,5,Giardia snoRNA GlsR1/miRNA miR6
GlsR20,RF02483,Gene; snRNA; snoRNA; HACA-box;,3,4,Small nucleolar RNA GlsR20
GlsR21,RF02484,Gene; snRNA; snoRNA; HACA-box;,3,5,Small nucleolar RNA GlsR21
GlsR22,RF02485,Gene; snRNA; snoRNA; HACA-box;,3,3,Small nucleolar RNA GlsR22
GlsR23,RF02486,Gene; snRNA; snoRNA; HACA-box;,2,5,Small nucleolar RNA GlsR23
GlsR24,RF02487,Gene; snRNA; snoRNA; HACA-box;,3,5,Small nucleolar RNA GlsR24
GlsR25,RF02488,Gene; snRNA; snoRNA; HACA-box;,3,4,Small nucleolar RNA GlsR25
GlsR26,RF02489,Gene; snRNA; snoRNA; HACA-box;,3,3,Small nucleolar RNA GlsR26
GlsR27,RF02490,Gene; snRNA; snoRNA; HACA-box;,2,3,Small nucleolar RNA GlsR27
GlsR2_miR4,RF02335,Gene; miRNA;,3,5,Giardia snoRNA GlsR2/miRNA miR4
GlsR4,RF02473,Gene; snRNA; snoRNA; CD-box;,2,5,Small nucleolar RNA GlsR4
GlsR5,RF02474,Gene; snRNA; snoRNA; CD-box;,2,4,Small nucleolar RNA GlsR5
GlsR6,RF02475,Gene; snRNA; snoRNA; CD-box;,3,4,Small nucleolar RNA GlsR6
GlsR7,RF02476,Gene; snRNA; snoRNA; CD-box;,3,4,Small nucleolar RNA GlsR7
GlsR8_miR10,RF02337,Gene; miRNA;,3,5,Giardia snoRNA GlsR8/miRNA miR10
GlsR9,RF02477,Gene; snRNA; snoRNA; CD-box;,2,4,Small nucleolar RNA GlsR9
Glycine,RF00504,Cis-reg; riboswitch;,44,4603,Glycine riboswitch
Gl_RNase_MRP,RF02472,Gene; ribozyme;,2,3,Giardia RNase MRP
Gl_U1,RF02491,Gene; snRNA; splicing;,2,3,Giardia U1 spliceosomal RNA
Gl_U2,RF02492,Gene; snRNA; splicing;,2,3,Giardia U2 spliceosomal RNA
Gl_U4,RF02493,Gene; snRNA; splicing;,2,3,Giardia U4 spliceosomal RNA
Gl_U6,RF02494,Gene; snRNA; splicing;,2,3,Giardia U6 spliceosomal RNA
GNAS-AS1_1,RF02127,Gene; lncRNA;,21,65,GNAS antisense RNA 1 conserved region 1
GNAS-AS1_2,RF02128,Gene; lncRNA;,16,47,GNAS antisense RNA 1 conserved region 2
GNAS-AS1_3,RF02129,Gene; lncRNA;,9,37,GNAS antisense RNA 1 conserved region 3
GNAS-AS1_4,RF02130,Gene; lncRNA;,18,68,GNAS antisense RNA 1 conserved region 4
GNAS-AS1_5,RF02131,Gene; lncRNA;,22,60,GNAS antisense RNA 1 conserved region 5
GOLLD,RF02032,Gene;,35,86,"Giant, ornate, lake- and Lactobacillales-derived (GOLLD) RNA"
GP_knot1,RF01073,Cis-reg;,7,7454,Gag/pol translational readthrough site
GP_knot2,RF01092,Cis-reg;,2,13,Gag/pol translational readthrough site
greA,RF01769,Gene;,25,540,Enterobacteria greA leader
GRIK4_3p_UTR,RF01383,Gene;,8,28,GRIK4 3 prime UTR element
group-II-D1D4-1,RF01998,Intron;,237,1820,Group II catalytic intron D1-D4-1
group-II-D1D4-2,RF01999,Intron;,144,630,Group II catalytic intron D1-D4-2
group-II-D1D4-3,RF02001,Intron;,406,2760,Group II catalytic intron D1-D4-3
group-II-D1D4-4,RF02003,Intron;,90,323,Group II catalytic intron D1-D4-4
group-II-D1D4-5,RF02004,Intron;,139,604,Group II catalytic intron D1-D4-5
group-II-D1D4-6,RF02005,Intron;,174,831,Group II catalytic intron D1-D4-6
group-II-D1D4-7,RF02012,Intron;,244,1128,Group II catalytic intron D1-D4-7
Gurken,RF00626,Cis-reg;,3,7,Gurken localisation signal
Gut-1,RF01706,Gene; sRNA;,38,70,Gut-1 RNA
gyrA,RF01740,Cis-reg;,18,127,gyrA RNA
H19_1,RF01972,Gene; lncRNA;,35,81,H19 conserved region 1
H19_2,RF01973,Gene; lncRNA;,23,69,H19 conserved region 2
H19_3,RF01974,Gene; lncRNA;,5,62,H19 conserved region 3
h2cR,RF02369,Gene; sRNA;,7,21,h2cR sRNA
Hairpin,RF00173,Gene; ribozyme;,5,5,Hairpin ribozyme
Hammerhead_1,RF00163,Gene; ribozyme;,29,55175,Hammerhead ribozyme (type I)
Hammerhead_3,RF00008,Gene; ribozyme;,82,1590,Hammerhead ribozyme (type III)
Hammerhead_HH10,RF02277,Gene; ribozyme;,18,56,Hammerhead ribozyme HH10
Hammerhead_HH9,RF02275,Gene; ribozyme;,33,81,Hammerhead ribozyme HH9
Hammerhead_II,RF02276,Gene; ribozyme;,24,285,Hammerhead ribozyme (type II)
HAR1A,RF00635,Gene; lncRNA;,13,68,Highly accelerated region 1A/1B
HAV_CRE,RF02533,Cis-reg;,2,80,Hepatitis A virus (HAV) cis-acting replication element (CRE)
HBV_epsilon,RF01047,Cis-reg;,32,11201,HBV RNA encapsidation signal epsilon
HCV_ARF_SL,RF00620,Cis-reg;,36,7986,Hepatitis C alternative reading frame stem-loop
HCV_SLIV,RF00469,Cis-reg;,110,1734,Hepatitis C stem-loop IV
HCV_SLVII,RF00468,Cis-reg;,110,3364,Hepatitis C virus stem-loop VII
HCV_X3,RF00481,Cis-reg;,22,167,Hepatitis C virus 3'X element
HDV_ribozyme,RF00094,Gene; ribozyme;,33,598,Hepatitis delta virus ribozyme
HEARO,RF02033,Gene;,110,529,HNH endonuclease-associated RNA and ORF (HEARO) RNA
HepC_CRE,RF00260,Cis-reg;,52,1975,Hepatitis C virus (HCV) cis-acting replication element (CRE)
HepE_CRE,RF00550,Cis-reg;,46,263,Hepatitis E virus cis-reactive element
HgcC,RF00062,Gene;,5,28,HgcC family RNA
HgcE,RF00060,Gene;,4,13,HgcE RNA
HgcF,RF00058,Gene;,4,14,HgcF RNA
HgcG,RF00064,Gene;,5,18,HgcG RNA
Histone3,RF00032,Cis-reg;,46,30048,Histone 3' UTR stem-loop
His_leader,RF00514,Cis-reg; leader;,33,830,Histidine operon leader
HIV-1_DIS,RF00175,Cis-reg;,70,3997,Human immunodeficiency virus type 1 dimerisation initiation site
HIV-1_SD,RF01380,Cis-reg;,22,3113,Human immunodeficiency virus type 1 major splice donor
HIV-1_SL3,RF01381,Cis-reg;,19,3829,HIV-1 stem-loop 3 Psi packaging signal
HIV-1_SL4,RF01382,Cis-reg;,16,19087,HIV-1 stem-loop 4 packaging signal
HIV_FE,RF00480,Cis-reg; frameshift_element;,145,25361,HIV Ribosomal frameshift signal
HIV_FS2,RF01835,Cis-reg; frameshift_element;,19,134,ribosomal frameshift site
HIV_GSL3,RF00376,Cis-reg;,72,38924,HIV gag stem loop 3 (GSL3)
HIV_PBS,RF00375,Cis-reg;,130,4356,HIV primer binding site (PBS)
HIV_POL-1_SL,RF01418,Cis-reg;,29,119996,HIV pol-1 stem loop
HLE,RF00437,Cis-reg;,5,36,Hairy RNA localisation element (HLE)
hopC,RF01741,Cis-reg;,4,50,hopC RNA
HOTAIRM1_1,RF01975,Gene; lncRNA;,14,66,HOX antisense intergenic RNA myeloid 1 conserved region 1
HOTAIRM1_2,RF01976,Gene; lncRNA;,7,115,HOX antisense intergenic RNA myeloid 1 conserved region 2
HOTAIRM1_3,RF01977,Gene; lncRNA;,11,78,HOX antisense intergenic RNA myeloid 1 conserved region 3
HOTAIRM1_4,RF01978,Gene; lncRNA;,10,77,HOX antisense intergenic RNA myeloid 1 conserved region 4
HOTAIRM1_5,RF01979,Gene; lncRNA;,10,71,HOX antisense intergenic RNA myeloid 1 conserved region 5
HOTAIR_1,RF01904,Gene; lncRNA;,9,68,HOTAIR conserved region 1
HOTAIR_2,RF01905,Gene; lncRNA;,11,69,HOTAIR conserved region 2
HOTAIR_3,RF01906,Gene; lncRNA;,17,59,HOTAIR conserved region 3
HOTTIP_1,RF02040,Gene; lncRNA;,7,54,"HOXA transcript at the distal tip, conserved region 1"
HOTTIP_2,RF02041,Gene; lncRNA;,25,81,"HOXA transcript at the distal tip, conserved region 2"
HOTTIP_3,RF02042,Gene; lncRNA;,23,74,"HOXA transcript at the distal tip, conserved region 3"
HOTTIP_4,RF02043,Gene; lncRNA;,19,74,"HOXA transcript at the distal tip, conserved region 4"
HOXA11-AS1_1,RF02137,Gene; lncRNA;,15,77,HOXA11 antisense RNA 1 conserved region 1
HOXA11-AS1_2,RF02138,Gene; lncRNA;,21,81,HOXA11 antisense RNA 1 conserved region 2
HOXA11-AS1_3,RF02139,Gene; lncRNA;,24,77,HOXA11 antisense RNA 1 conserved region 3
HOXA11-AS1_4,RF02140,Gene; lncRNA;,20,82,HOXA11 antisense RNA 1 conserved region 4
HOXA11-AS1_5,RF02141,Gene; lncRNA;,28,89,HOXA11 antisense RNA 1 conserved region 5
HOXA11-AS1_6,RF02142,Gene; lncRNA;,21,88,HOXA11 antisense RNA 1 conserved region 6
HOXB13-AS1_1,RF02132,Gene; lncRNA;,12,50,HOXB13 antisense RNA 1 conserved region 1
HOXB13-AS1_2,RF02133,Gene; lncRNA;,14,51,HOXB13 antisense RNA 1 conserved region 2
HPnc0260,RF02194,Gene; antisense;,31,552,Bacterial antisense RNA HPnc0260
HPnc0580,RF02269,Gene; sRNA;,7,233,Heliobacter pylori small RNA HPnc0580
hsp17,RF02358,Cis-reg; thermoregulator;,3,5,Hsp17 thermometer
Hsp83_3_UTR,RF02400,Cis-reg;,5,36,Heat shock protein 83 3' UTR
Hsp90_CRE,RF00433,Cis-reg; thermoregulator;,6,28,Hsp90 cis-regulatory element
HSR-omega_1,RF01885,Gene; lncRNA;,13,31,Heat shock gene hsromega conserved region 1
HSR-omega_2,RF01886,Gene; lncRNA;,10,33,Heat shock gene hsromega conserved region 2
HSUR,RF01802,Gene; snRNA;,4,22,Herpesvirus saimiri U RNA1/RNA2
htlv_FSE,RF01790,Cis-reg; frameshift_element;,8,78,ribosomal frameshift site
HTT-AS1_1,RF02134,Gene; lncRNA;,3,20,HTT antisense RNA 1 conserved region 1
HTT-AS1_2,RF02135,Gene; lncRNA;,3,20,HTT antisense RNA 1 conserved region 2
HTT-AS1_3,RF02136,Gene; lncRNA;,4,16,HTT antisense RNA 1 conserved region 3
HULC,RF02101,Gene; lncRNA;,19,52,Highly up-regulated in liver cancer conserved region
hveRNA,RF02555,Gene; rRNA;,7,7,mt-5S-like H. vermiformis
hvt-mir-H,RF01940,Gene; miRNA;,4,15,microRNA hvt-mir-H9
HYMAI,RF02143,Gene; lncRNA;,16,55,Hydatidiform mole associated and imprinted conserved region 1
IBV_D-RNA,RF00385,Cis-reg;,10,189,Infectious bronchitis virus D-RNA
IFN_gamma,RF00259,Cis-reg;,5,116,Interferon gamma 5' UTR regulatory element
IMES-1,RF02034,Gene;,219,295,IMES-1 RNA motif
IMES-2,RF02035,Gene;,366,463,IMES-2 RNA motif
IMES-3,RF02036,Gene;,32,38,IMES-3 RNA motif
IMES-4,RF02037,Gene;,30,33,IMES-4 RNA motif
Intron_gpI,RF00028,Intron;,12,71430,Group I catalytic intron
Intron_gpII,RF00029,Intron;,92,38090,Group II catalytic intron
InvR,RF01384,Gene;,4,105,Invasion gene-associated RNA
IRES_APC,RF00462,Cis-reg; IRES;,6,14,APC internal ribosome entry site (IRES)
IRES_Bag1,RF00222,Cis-reg; IRES;,15,109,Bag-1 internal ribosome entry site (IRES)
IRES_Bip,RF00223,Cis-reg; IRES;,9,144,bip internal ribosome entry site (IRES)
IRES_c-myc,RF00216,Cis-reg; IRES;,23,163,c-myc internal ribosome entry site (IRES)
IRES_c-sis,RF00549,Cis-reg; IRES;,10,69,c-sis internal ribosome entry site (IRES)
IRES_Cripavirus,RF00458,Cis-reg; IRES;,7,23,Cripavirus internal ribosome entry site (IRES)
IRES_Cx32,RF00484,Cis-reg; IRES;,6,67,Connexin-32 internal ribosome entry site (IRES)
IRES_Cx43,RF00487,Cis-reg; IRES;,14,175,Connexin-43 internal ribosome entry site (IRES)
IRES_EBNA,RF00448,Cis-reg; IRES;,6,13,Epstein-Barr virus nuclear antigen (EBNA) IRES
IRES_FGF1,RF00387,Cis-reg; IRES;,6,72,FGF-1 internal ribosome entry site (IRES)
IRES_FGF2,RF00224,Cis-reg; IRES;,6,43,FGF-2 internal ribosome entry site (IRES)
IRES_HCV,RF00061,Cis-reg; IRES;,79,7917,Hepatitis C virus internal ribosome entry site
IRES_HepA,RF00228,Cis-reg; IRES;,23,1019,Hepatitis A virus internal ribosome entry site (IRES)
IRES_HIF1,RF00449,Cis-reg; IRES;,17,56,HIF-1 alpha IRES
IRES_Hsp70,RF00495,Cis-reg; IRES;,14,111,Heat shock protein 70 (Hsp70) internal ribosome entry site (IRES)
IRES_IGF2,RF00483,Cis-reg; IRES;,9,85,Insulin-like growth factor II IRES
IRES_KSHV,RF00511,Cis-reg; IRES;,5,7,Kaposi's sarcoma-associated herpesvirus internal ribosome entry site
IRES_Kv1_4,RF00447,Cis-reg; IRES;,6,63,Voltage-gated potassium-channel Kv1.4 IRES
IRES_L-myc,RF00261,Cis-reg; IRES;,11,48,L-myc internal ribosome entry site (IRES)
IRES_mnt,RF00457,Cis-reg; IRES;,21,61,Mnt IRES
IRES_n-myc,RF00226,Cis-reg; IRES;,6,129,n-myc internal ribosome entry site (IRES)
IRES_Pesti,RF00209,Cis-reg; IRES;,25,2122,Pestivirus internal ribosome entry site (IRES)
IRES_Picorna,RF00229,Cis-reg; IRES;,92,6186,Picornavirus internal ribosome entry site (IRES)
IRES_Picorna_2,RF00210,Cis-reg; IRES;,92,602,Aphthovirus internal ribosome entry site (IRES)
IRES_Tobamo,RF00225,Cis-reg; IRES;,7,25,Tobamovirus internal ribosome entry site (IRES)
IRES_TrkB,RF00547,Cis-reg; IRES;,16,78,TrkB IRES
IRES_VEGF_A,RF00461,Cis-reg; IRES;,7,50,Vascular endothelial growth factor (VEGF) IRES A
IRE_I,RF00037,Cis-reg;,61,2515,Iron response element I
IRE_II,RF02253,Cis-reg;,29,1272,Iron response element II
IS009,RF02111,Gene;,11,738,IS009
IS061,RF00115,Gene; sRNA;,8,302,IS061 RNA
IS102,RF00124,Gene; sRNA;,5,364,IS102 RNA
IS1222_FSE,RF00383,Cis-reg; frameshift_element;,5,158,Insertion sequence IS1222 ribosomal frameshifting element
IS128,RF00125,Gene; sRNA;,5,96,IS128 RNA
iscRS,RF01517,Cis-reg;,4,436,iscR stability element
isrA,RF01385,Gene; sRNA;,10,135,isrA Hfq binding RNA
isrB,RF01386,Gene; sRNA;,3,40,isrB Hfq binding RNA
isrC,RF01387,Gene; sRNA;,16,389,isrC Hfq binding RNA
isrD,RF01388,Gene; sRNA;,2,95,isrD Hfq binding RNA
isrF,RF01389,Gene; sRNA;,3,31,isrF Hfq binding RNA
isrG,RF01390,Gene; sRNA;,5,99,isrG Hfq binding RNA
isrH,RF01391,Gene; sRNA;,6,106,isrH Hfq binding RNA
isrI,RF01392,Gene; sRNA;,30,144,isrI Hfq binding RNA
isrJ,RF01393,Gene; sRNA;,5,72,isrJ Hfq binding RNA
isrK,RF01394,Gene; sRNA;,52,1463,isrK Hfq binding RNA
isrL,RF01395,Gene; sRNA;,4,137,isrL Hfq binding RNA
isrN,RF01396,Gene; sRNA;,17,358,isrN Hfq binding RNA
isrO,RF01397,Gene; sRNA;,6,126,isrO Hfq binding RNA
isrP,RF01398,Gene; sRNA;,7,101,isrP Hfq binding RNA
isrQ,RF01399,Gene; sRNA;,6,103,isrQ Hfq binding RNA
IsrR,RF01419,Gene; antisense;,308,2527,Antisense RNA which regulates isiA expression
istR,RF01400,Gene; antitoxin;,7,396,istR Hfq binding RNA
JEV_hairpin,RF00465,Cis-reg;,20,973,Japanese encephalitis virus (JEV) hairpin structure
JPX_1,RF02124,Gene; lncRNA;,14,54,"JPX transcript, XIST activator conserved region 1"
JPX_2,RF02125,Gene; lncRNA;,11,40,"JPX transcript, XIST activator conserved region 2"
JUMPstart,RF01707,Cis-reg;,128,1954,JUMPstart RNA
K10_TLS,RF00207,Cis-reg;,5,29,K10 transport/localisation element (TLS)
KCNQ1OT1_1,RF01946,Gene; lncRNA;,8,72,KCNQ1 overlapping transcript 1 conserved region 1
KCNQ1OT1_2,RF01947,Gene; lncRNA;,18,67,KCNQ1 overlapping transcript 1 conserved region 2
KCNQ1OT1_3,RF01948,Gene; lncRNA;,9,60,KCNQ1 overlapping transcript 1 conserved region 3
KCNQ1OT1_5,RF01950,Gene; lncRNA;,15,63,KCNQ1 overlapping transcript 1 conserved region 5
K_chan_RES,RF00485,Cis-reg;,85,2439,Potassium channel RNA editing signal
L10_leader,RF00557,Cis-reg; leader;,97,1535,Ribosomal protein L10 leader
L13_leader,RF00555,Cis-reg; leader;,26,829,Ribosomal protein L13 leader
L17DE,RF01708,Cis-reg;,52,643,L17 ribosomal protein downstream element
L19_leader,RF00556,Cis-reg; leader;,10,311,Ribosomal protein L19 leader
L20_leader,RF00558,Cis-reg; leader;,43,1197,Ribosomal protein L20 leader
L21_leader,RF00559,Cis-reg; leader;,38,1114,Ribosomal protein L21 leader
lactis-plasmid,RF01742,Gene; sRNA;,14,36,lactis-plasmid RNA
Lacto-rpoB,RF01709,Cis-reg;,31,552,Lacto-rpoB RNA
Lacto-usp,RF01710,Gene; sRNA;,6,124,Lacto-usp RNA
Lambda_thermo,RF01804,Cis-reg; thermoregulator;,5,181,Lambda phage CIII thermoregulator element
let-7,RF00027,Gene; miRNA;,63,1208,let-7 microRNA precursor
leu-phe_leader,RF01743,Cis-reg;,9,28,leu/phe leader RNA from Lactococcus
Leu_leader,RF00512,Cis-reg; leader;,6,566,Leucine operon leader
LhrA,RF00615,Gene; sRNA;,10,43,Listeria Hfq binding LhrA
LhrC,RF00616,Gene; sRNA;,12,125,Listeria Hfq binding LhrC
lin-4,RF00052,Gene; miRNA;,12,320,lin-4 microRNA precursor
LINC00901,RF01884,Gene; lncRNA;,30,153,Non-coding RNA BC040587
lincRNA-p21_1,RF01889,Gene; lncRNA;,2,10,LincRNA-p21 conserved region 1
lincRNA-p21_2,RF01890,Gene; lncRNA;,2,9,LincRNA-p21 conserved region 2
livK,RF01744,Cis-reg;,8,72,livK RNA
Lnt,RF01711,Cis-reg;,10,12,Lnt RNA
LSU_rRNA_archaea,RF02540,Gene; rRNA;,91,25827,Archaeal large subunit ribosomal RNA
LSU_rRNA_bacteria,RF02541,Gene; rRNA;,102,166006,Bacterial large subunit ribosomal RNA
